No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,Solar Finance/ Business Model,Miscellaneous
126,2011,12-Apr-11,24-Apr-08,US 2008/0094867 A1,"Burkhard Müller, Frank Greizer",SMA Solar Technology AG,Solar Inverter,7924582,"Switching device and method, in particular for photovoltaic generators ",27-Sep-07,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"The subject matter of the invention is an inverter (3), more specifically for use in a photovoltaic plant (1) with a direct voltage input (connection terminals 4; 5) for connection to a generator (2) and an alternating voltage output (connection terminals 7; 8) for feeding into an energy supply network (6) as well as with a DC-AC converter (12) with semiconductor switch elements (15) and an intermediate circuit (11), at least one short-circuit switch element (18) being connected in parallel to the generator (2), so that the voltage will not exceed a maximum voltage value neither at the connection terminals (4; 5) of the generator (2) nor between the connection terminals (9; 10) of the inverter. This is achieved in that the inverter (3) comprises, in the intermediate circuit (12), a buffer capacitor (14) that is connected to the generator (2) through a protection diode (17) so that said buffer capacitor (14) will not be discharged upon actuation of the short-circuit switch element (18), the generator (2) working according to a clock rate in the short-circuit mode of operation.",Inverter designed for PV plant,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=60&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,1,5,,,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
127,2011,11-Oct-11,29-Jan-09,US 2009/0027037 A1,"Michael Strand, Neidhardt Bechtel, Christian Hardt",SMA Solar Technology AG,Solar Inverter,8035369,Method for detecting an isolated network,9-Jun-08,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"The subject matter of the invention is a method for detecting an isolated network for an inverter (2) carrying a converter voltage that is adapted for connection in parallel with a grid (5) having a mains frequency and electric loads and that is decoupled from the grid (5) by a choke (3), a test signal being superimposed upon the converter voltage at a test frequency the frequency of which is smaller than the mains frequency, the amplitude of the test signal being much smaller than the nominal voltage amplitude of the mains voltage on the one side but still just large enough on the other side for changes in reactive power to be detectable as a result of the test signal, a reactive power share being determined, which oscillates with the test frequency, this share not being allowed to fall below an imposed minimum for an isolated operation to be reliably excluded.",Inverter is configured with device to detect isolated or non-grid tied power generation,,http://www.google.com/patents?id=b_X3AQAAEBAJ&zoom=4&dq=%22solar%20inverter%22&pg=PA1#v=onepage&q=%22solar%20inverter%22&f=false,0,0,,,Patent Search,"""solar inverter""",Utility,Yes,Inverter (Claims) AND Photovoltaic (Claims),Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
128,2011,20-Sep-11,5-Apr-09,US 2009/0034304 A1,"Bernd Engel, Regine Mallwitz, Peter Zacharias",SMA Solar Technology AG,Solar Inverter,8023288,"Inverter for grounded direct current source, more specifically for a photovoltaic generator ",10-Jul-08,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"An inverter (1) for a grounded direct voltage source, in particular for a photovoltaic generator (2), a battery or a fuel cell, for converting the direct voltage into an alternative voltage with a DC-DC converter (3) and a pulse inverter that is supplied by said DC-DC converter (3), said DC-DC converter (3) being configured to be an oscillating circuit inverter and comprising a series resonant oscillating circuit, said DC-DC converter (3), which is configured to be an oscillating circuit inverter, being configured to be a series-compensated oscillating circuit inverter with a choke (L1) and a series-mounted capacitor array consisting of two or several oscillating circuit capacitors, a rectifier bridge branch including 2 diodes (D3, D4; D5, D6, . . . ), being connected to each of the partial oscillating circuit capacitors, said rectifier bridge branch being connected with its positive or its negative pole to output side intermediate circuit capacitors which are preferably connected in series so that said DC-DC converter (3) delivers at least two bipolar output voltages and is combined with the pulse inverter (4) with a divided voltage intermediate circuit that is supplied from the oscillating circuit inverter.",Inverter is configured to reduce AC power leakage,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8023288.PN.&OS=PN/8023288&RS=PN/8023288,,2,,This application claims Priority from German Application No. EP 07015324.2 filed on 4 Aug. 2007,Application Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
129,2011,11-Oct-11,1-Oct-09,US 2009/0244938 A1,Bernd Gebert,SMA Solar Technology AG,Solar Inverter,8036005,Switching apparatus for grounding an inverter,12-Feb-09,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"A switching apparatus for grounding an inverter (3) that converts a direct current voltage into an alternative current voltage at mains frequency, with an inverter housing (7) and with a safety fuse (8) that connects a positive or a negative direct current voltage to a grounding terminal, is intended to be provided such that a technician has the possibility of grounding an inverter appliance optionally positively or negatively at little expense, with the possibility for an IP-65 region of the appliance to remain closed. This is achieved in that a safety fuse (8), which is accessible and can be plugged from the outside, is arranged on said inverter housing (7) and can be contacted optionally to a positive or a negative direct current voltage in such a manner that either a positive or a negative direct current voltage is grounded through said safety fuse (8).",Switching devices for inverter so it can be grounded more flexibly,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8036005.PN.&OS=PN/8036005&RS=PN/8036005,0,0,,,Application Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
130,2011,7-Jun-11,26-Nov-09,US 2009/0291594 A1,"Andreas Donth, Gundolf Mueller, Klaus Kube",SMA Solar Technology AG,Solar Inverter,7955134,Photovoltaic inverter,3-Apr-09,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,A photovoltaic inverter with an inverter housing includes at least a first chamber and a second chamber separated by a wall. The first chamber has a higher Ingress Protection (IP) rating than the second chamber. The first chamber accommodates at least one electronic component part of the photovoltaic inverter. A surface of the wall facing the second chamber provides a plurality of fuse housings. Each of the fuse housings accommodates a fuse and being coupled to a plug connector electrically connected to the fuse. The plug connectors provide electrical connections to the first chamber.,Inverter architecture innovation,,http://www.google.com/patents?id=KejmAQAAEBAJ&zoom=4&dq=solar%20inverter&pg=PA1#v=onepage&q=solar%20inverter&f=false,3,0,,,Patent Search,"""solar inverter""",Utility,yes,Inverter (Claims) AND Photovoltaic (Claims),Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
131,2011,8-Nov-11,24-Dec-09,US 2009/0315404 A1,"Guenther Cramer, Bernd Engel, Frank Greizer, Joachim Laschinski",SMA Solar Technology AG,Solar Inverter; ,8053930,Solar Power Plant,15-Jun-09,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"A solar power plant with a plurality of photovoltaic modules for generating a power to be fed in a multi-phase grid, several photovoltaic strings, which are allocated to different phases, being connected to a primary side of a mains transformer and at least one inverter for converting the direct voltage generated by the photovoltaic modules into an alternating mains voltage conforming to the grid being provided and said mains transformer being provided with a neutral conductor and with a grounded terminal, is intended to be improved in such a manner that the life of the photovoltaic modules, in particular in case of thin-film modules, is increased, allowing for high conversion efficiency of the inverters at low wiring costs. This is achieved in that an additional direct voltage source is inserted between the neutral conductor and ground in such a manner that the potential of the photovoltaic strings is displaced and that a bias voltage is set, which is different from zero volt.",,Inverter is part of the system,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=38&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,0,0,,,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
132,2011,8-Mar-11,10-Jul-08,US 2008/0164766 A1," Meir Adest, Lior Handelsman, Yoav Galin, Amir Fishelov, Guy Sella","Solaredge, Ltd.",Solar Inverter; Solar Monitoring,7900361,Current bypass for distributed power harvesting systems using DC power sources,4-Dec-07,Start-up,Privately owned,"Solar monitoring, harvesting firm",Herzelia,,Israel,"A converter circuit providing multiple current bypass routes between the output leads to provide reliability in a series connection of several converters. If the converter malfunctions due to component failure, the current bypass routes provide a path for the current that views the malfunctioning converter as substantially a short. Diodes prevent backflow into the power source connected to the converter. Redundancy is provided in the bypass portions of the converter circuit that provides alternate parallel paths in case a defective component in one of the paths opens the circuit along that path. In one example, the converter is implemented as a buck plus boost converter where either the buck or the boost portion or both are operative responsive to a controller controlling the switches of both portions. Most of the converter circuit may be implemented in an integrated circuit.",Invert contains a bypass circuit to improve reliability in case of a malfunction or PV failure. ,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7900361.PN.&OS=PN/7900361&RS=PN/7900361,5,12,,"Application Number Filing Date Patent Number Issue Date
 60868851 Dec., 2006  
 60868893 Dec., 2006  
 60868962 Dec., 2006  
 60908095 Mar., 2007  
 60916815 May., 2007",Application Search,Inverter (claims) Photovoltaic (claims),,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,,
133,2011,23-Aug-11,16-Jun-11,US 2011/0140536 A1," Meir Adest, Lior Handelsman, Yoav Galin, Amir Fishelov, Guy Sella","Solaredge, Ltd.",Solar Inverter; Solar Monitoring,8004117,Current bypass for distributed power harvesting systems using DC power sources ,24-Feb-11,Start-up,Privately owned,"Solar monitoring, harvesting firm",Herzelia,,Israel,"A converter circuit providing multiple current bypass routes between the output leads to provide reliability in a series connection of several converters. If the converter malfunctions due to component failure, the current bypass routes provide a path for the current that views the malfunctioning converter as substantially a short. Diodes prevent backflow into the power source connected to the converter. Redundancy is provided in the bypass portions of the converter circuit that provides alternate parallel paths in case a defective component in one of the paths opens the circuit along that path. In one example, the converter is implemented as a buck plus boost converter where either the buck or the boost portion or both are operative responsive to a controller controlling the switches of both portions. Most of the converter circuit may be implemented in an integrated circuit.",Invert contains a bypass circuit to improve reliability in case of a malfunction or PV failure. ,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=48&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,0,0,,"11950224 Dec., 2007 7900361",Patent Search,Inverter (claims) Photovoltaic (claims),,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,,
134,2011,20-Dec-11,27-Aug-09,US 2009/0212629 A1,James B. Paull,Stellaris Corporation,Solar Inverter,8080899,Photovoltaic ladder inverter,20-Feb-09,Start-up,Privately owned,PV modules and innovation,North Andover MA,MA,USA,"Techniques for DC-to-AC conversion are disclosed, and may be embodied in a solar inverter device that can operatively couple to a power grid. The device includes a photovoltaic (PV) stack including series-connected PV modules. Each PV module is associated with a capacitor for storing output of that PV module. A positive terminator circuit switches a negative end of the PV stack to ground during positive half of grid cycle, and a negative terminator switches a positive end of the PV stack to ground during negative half of grid cycle. A connecting branch couples each PV module output to a common bus, each branch including control circuitry configured to selectively couple the corresponding PV module output to bus. During a first half of grid cycle, some of the capacitors discharge to the grid while a balance of the capacitors charge in preparation for discharge during a second half of grid cycle.",Inverter device for grid connections,,http://www.google.com/patents?id=2IH_AQAAEBAJ&zoom=4&dq=%22solar%20inverter%22&pg=PA1#v=onepage&q=%22solar%20inverter%22&f=false,7,0,,Related to Patent: 8207630,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,Yes,,Yes,TRUE,,http://www.stellaris-corp.com/index.php,,TRUE,FALSE,FALSE,,,
135,2011,22-Nov-11,31-Dec-09,US 2009/0320905 A1,"Jonathan Botkin, Simon Graves, Matt Danning, Matthew Culligan",Sunpower Corporation,Solar Mounting/Rack  ,8061091,Photovoltaic module kit including connector assembly for non-penetrating array installation ,26-Jun-09,Established ,Publicly Traded,PV systems maker,"San Jose, CA",CA,USA,"A PV module kit for non-penetrating rooftop installation, including a plurality of PV modules and a plurality of connectors. Each of the PV modules includes a PV laminate and a frame forming a mounting region assembled thereto. The connectors include a male connector having a male fastener extending from a head, and a female connector having a female fastener assembled within a head. The heads are entirely formed of plastic. The kit provides a mounted array state including a junction at which the mounting region of at least two of the PV modules are aligned and interconnected by engagement of the male connector with the female connector. The so-formed junction is substantially electrically insulated. The plurality of connectors can further include a spacer connector including a head forming a bore sized to slidably receive the male fastener, with all of the connector heads being identical.",self supporting PV mounting system,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=35&f=G&l=50&co1=AND&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/mounting+AND+ACLM,0,,," This invention was made with Government support under Contract No. DE-FC36-07GO17043 awarded by the United States Department of Energy. The Government has certain rights in this invention.  This application also relates to U.S. application Ser. No. 12/492,640 entitled ""Ballasted Photovoltaic Module and Module Arrays""; U.S. application Ser. No. 12/492,729 entitled ""Photovoltaic Module with Removable Wind Deflector""; U.S. application Ser. No. 12/492,802 entitled ""Photovoltaic Module and Module Arrays""; and U.S. application Ser. No. 12/492,838 entitled ""Photovoltaic Module with Drainage Frame""; all of which were filed on even date herewith and the teachings of each of which are incorporated herein by reference. ",Patent Search,"""Mounting"" (claims) and ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
