No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Classification Numbers,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations Granted Patent (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,SUBGROUP Inverter-Monitoring,Miscellaneous,Filing Year,Filing Date
,2012,13 Nov 12,27-Aug-09,US 2009/0212750 A1,"Lorand Cesnak, Harald Kernstock, Markus Kogard",Siemens AG,Solar Inverter,8310851,"363/95; 363/65; 363/131
363/79",METHOD FOR OPERATING AN INVERTER HAVING A STEP-UP DEVICE CONNECTED UPSTREAM,30-Jan-06,Established,Publicly Traded,Electronics Manufacturer,Munich,,Germany,"The invention relates to a method for operating an inverter comprising a step-up device which is upstream-connected by means of an intermediate circuit and is connectable to a direct-current source with a variable reference sampling current wherein said inverter and the step-up device are provided with an efficiency optimizing working area, respectively. When the variable reference sampling current is raised and the step-up device approaches a pulse duty factor value, the intermediate circuit voltage is reduced and the variable reference sampling current is stabilized, said intermediate circuit voltage is re-raised. When the direct-current source is in a permanent operational state, the inverter and the step-up device operate in the efficiency optimizing working area thereof, respectively.","inverter includes ""step-up"" device to control DC current",,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,310,851.PN.&OS=PN/8,310,851&RS=PN/8,310,851",0,,,"[0001] This application is the U.S. National Stage of International Application No. PCT/EP2006/050513, filed Jan. 30, 2006 and claims the benefit thereof. The International Application claims the benefits of German application No. 10 2005 018 596.7 filed Apr. 21, 2005, both of the applications are incorporated by reference herein in their entirety.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2006,30/01/2006
3,2012,19 Nov 08,03-Oct-08,US 2012/0253541 A1,"Shmuel Arditi, Ron Hadar, Maxym Makhota, Mordechay Avrutsky","Tigo Energy, Inc.",Solar Monitoring,8314375,250/203.4 ; 136/244,System and method for local string management unit ,20 Jan 06,Start-up,Privately Owned,Solar panel mounting and installation firm,"Los Gatos, CA",CA,USA,Apparatuses and methods include a solar array having one or more strings of series-connected local management units (LMUs). Each LMU is parallel-connected to one of a plurality of solar modules. The strings are connected in parallel via a parallel bus. Local string management units (LSMUs) can increase or decrease an output voltage of the solar array by upconverting or downconverting string output voltages from each string. LSMUs can also operate in a bypass mode to increase overall power output. ,System miantenance; Power optimization,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=31&p=1&f=G&l=50&d=PTXT&S1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+AND+%28%28monitor.CLTX.+or+monitor.DCTX.%29+OR+%28monitoring.CLTX.+or+monitoring.DCTX.%29%29%29+OR+%28%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29+AND+%28%28monitor.CLTX.+or+monitor.DCTX.%29+OR+%28monitoring.CLTX.+or+monitoring.DCTX.%29%29%29%29&OS=+%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29&RS=%28%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29%29,0,43,,"13/627,852 claims benefit",Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,20/01/2006
,2012,20-Nov-12,24-Mar-11,US 2011/0067744 A1,Ting-Chia Ou,ATOMIC ENERGY COUNCIL-INSTITUTE OF NUCLEAR ENERGY RESEARCH,Solar Inverter,8314512,307/43; 307/72,DC Power System Using HCPV and BIPV Modules,20-Jan-10,,Educational ,,Lungtan,,Taiwan,"A direct current (DC) power system uses High Concentration Photovoltaic (HCPV) modules and Building-Integrated Photovoltaic (BIPV) module. Power outputs of the HCPV/BIPV modules are mixed to improve utilization of generated power. Thus, solar power is used through best power control and energy conservation.",,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,314,512.PN.&OS=PN/8,314,512&RS=PN/8,314,512",0,0,,"This application claims priority from Taiwan Patent Application No. 098132227, filed in the Taiwan Patent Office on Sep. 24, 2009, entitled ""DC Power System Using HCPV and BIPV Modules"" and incorporates the Taiwan patent application in its entirety by reference.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2010,20/01/2010
,2012,27 Nov 12,23-Sep-10,US 2010/0236155 A1,Carlo John Lanza,,Solar Mounting/Rack,8316592,"52/173.3; 248/237; 52/24
52/58
52/27",Protective covering for roof mounted systems,16 Mar 10,Individual,,,"(Islip, NY)",NY,USA,"A protective covering helps to prevent fastener leaks from roof installed fasteners, which are used to mount roofing systems, such as a solar panel installation system, to roofs with a mounting bracket attached to the roof. The protective covering is a portion of flat, malleable waterproof material molded to form a cover, forming a triangular-shaped structure when viewed from the side. The triangular shaped structure includes a base and a hypotenuse portion where the line of the roof acts as a side which is covered by at least the hypotenuse portion. The hypotenuse portion meets the roof at an angle. The covering is adapted for insertion under portions of a roof shingle, and extends back in a slight rise (downwardly with respect to the roof) to cover the fastener and L-shaped bracket, which the fastener fastens to the roof.",Coverings for brackets and other hardware used to mout PV racks,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,316,592.PN.&OS=PN/8,316,592&RS=PN/8,316,592",0,4,,"[0001] This application is based upon Provisional Application Ser. No. 61/210,639, filed Mar. 21, 2009, and claims priority and benefit therefrom under 35 U.S.C. .sctn.119(e). That application is incorporated by reference herein.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2010,16/03/2010
,2012,27 Nov 12,10-Feb-11,US 2011/0031815 A1,Bernhard Beck,Adensis GmbH,Solar Inverter; Solar Monitoring,8319377,7/27/2010, Fuse for disconnecting an inverter from a photovoltaic generator ,27 Jul 10,Start-up,Privately owned,Solar Research services,Kolitzheim,,Germany,"A photovoltaic system includes an inverter, a photovoltaic generator with a plurality of serially connected photovoltaic modules, said photovoltaic generator connected to the inverter by an electrical supply line, a controllable fuse interconnected in the electrical supply line between the inverter and the photovoltaic generator and having a signal input, and a voltage-dependent resistor connected between the signal input of the controllable fuse and the electrical supply line and generating a control signal which triggers the controllable fuse responsive to the control signal and interrupts the electrical supply line. The controllable fuse can be used to disconnect the electrical connection of the photovoltaic system to the inverter when a switch short-circuiting one or more modules of the photovoltaic generator malfunctions. The arrangement permits operation of photovoltaic system at an operating voltage of close to 1000 V, thereby allowing use of thinner cables.",,Inverter is connected to a fuse to allow disconnection,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,319,377.PN.&OS=PN/8,319,377&RS=PN/8,319,377",0,,,"[0001] This application claims the priority of German Patent Application, Serial No. 10 2009 036 216.9, filed Aug. 5, 2009, pursuant to 35 U.S.C. 119(a)-(d), the content of which is incorporated herein by reference in its entirety as if fully set forth herein.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,TRUE,,TRUE,,2010,27/07/2010
2,2012,4 Dec 12,Publication information unavailable,Publication information unavailable,"Hoff; Thomas E. (Napa, CA)","Clean Power Research, L.L.C. (Napa, CA)",Site Assessment,8326535,702/3 ; 702/1; 702/189; 702/194; 702/198; 702/2; 702/5,Computer-implemented system and method for correlating overhead sky clearness for use in photovoltaic fleet output estimation ,23-Apr-12,Start-up,Privately owned,renewable energy consulting,"Napa, CA",CA,USA,"A computer-implemented system and method for correlating overhead sky clearness for use in photovoltaic fleet output estimation is provided. A temporal distance that includes a physical distance between two locations, which are each within a geographic region suitable for operation of a photovoltaic fleet, is determined in proportion to cloud speed within the geographic region. A set of input sky clearness indexes is generated as a ratio of each irradiance observation in a set of irradiance observations that has been regularly measured for one of the locations within the geographic region, and clear sky irradiance. A clearness index correlation coefficient between the two locations is determined as an empirically-derived function of the temporal distance. The set of input sky clearness indexes is weighted by the clearness index correlation coefficient to form a set of output sky clearness indexes, which indicates the sky clearness for the other of the locations.",correlates regional cloudiness to output of solar panels, ,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8326535,0,2,no,13190435,patent search,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),utility,yes,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),yes,TRUE,,http://www.cleanpower.com/,,,,,TRUE,,,,23/04/2012
1,2012,4 Dec 12,Publication information unavailable,Publication information unavailable,"Hoff; Thomas E. (Napa, CA)","Clean Power Research, L.L.C. (Napa, CA)",Site Assessment,8326536,702/3 ; 702/1; 702/189; 702/194; 702/199; 702/2; 702/5; 702/60,Computer-implemented system and method for correlating satellite imagery for use in photovoltaic fleet output estimation,23-Apr-12,Start-up,Privately owned,renewable energy consulting,"Napa, CA",CA,USA,"A computer-implemented system and method for correlating satellite imagery for use in photovoltaic fleet output estimation is provided. Pixels in satellite imagery data of overhead sky clearness is correlated to a bounded area within a geographic region. Each pixel represents collective irradiance that is converted into point clearness indexes for the points within the bounded area relative to clear sky irradiance. The point clearness indexes in the point clearness indexes are averaged for the points within the bounded area into an area clearness index. A variance of the area clearness index is determined in proportion to a physical area covered by each pixel. For each point, a variance of the point clearness index is determined as a ratio of the area clearness index variance and the physical area relative to the point clearness index, regional cloud speed, and a time interval relating to a time resolution of collective irradiance observation.",correlates satelite imagery to estimated output, ,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8326536.PN.&OS=PN/8326536&RS=PN/8326536,0,2,no,13190449,patent search,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),utility,yes,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),yes,TRUE,,http://www.cleanpower.com/,,,,,TRUE,,,,23/04/2012
,2012,11-Dec-12,1-Mar-12,US 2012/0051095 A1,"Robert Louis Steigerwald, Ahmed Elasser, Juan Antonio Sabate, Maja Harfman Todorovic, Mohammed Agamy",General Electric Company,Solar Inverter,8330299,307/140,DC TO DC POWER CONVERTERS AND METHODS OF CONTROLLING THE SAME,29-Jun-11,Established ,Publicly Traded,"Energy, technology infrastructure, capital finance, and consumer & industrial conglomerate","Niskayuna, NY",NY,USA,A power generation system configured to provide direct current (DC) power to a DC link is described. The system includes a first power generation unit configured to output DC power. The system also includes a first DC to DC converter comprising an input section and an output section. The output section of the first DC to DC converter is coupled in series with the first power generation unit. The first DC to DC converter is configured to process a first portion of the DC power output by the first power generation unit and to provide an unprocessed second portion of the DC power output of the first power generation unit to the output section.,Inverter for DC to DC power connection,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,330,299.PN.&OS=PN/8,330,299&RS=PN/8,330,299",0,0,,"[0001] This invention was made with United States government support under contract GE-EE0000572, awarded by the Department of Energy (DOE). The United States government has certain rights in the invention.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2011,29/06/2011
,2012,18-Dec-12,25-Mar-10,US 2010/0073969 A1,"Satish Rajagopalan, Arshad Mansoor, Jih-Sheng Lai, Faisal Khan","Electric Power Research Institute, Inc.",Solar Inverter,8334616,"307/80
307/82",Photovoltaic integrated variable frequency drive,19-Sep-08,Established ,,,"Charlotte, NC",NC,USA,"A photovoltaic (PV) integrated variable frequency drive system having a variable frequency drive and an energy source. The variable frequency drive having a back end inverter, a DC bus electrically connected to the back end inverter, and an active front end electrically connected to the DC bus to facilitate bi-directional power flow to and from a power grid. The energy source being electrically connected to the DC bus.",,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,334,616.PN.&OS=PN/8,334,616&RS=PN/8,334,616",0,2,,,Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2008,19/09/2008
,2012,18 Dec 12,6-May-10,US 2010/0109442 A1,"Alejandro Vega Betoret, Alfredo Diez-Hochleitner Ruiz, Oscar Sanz Landivar, Jose Alfonso Almansa Leandrez","ASEA BROWN BOVERI, S.A.",Solar Inverter; Solar Monitoring,8334617,307/80 ; 307/82,System and Method for Energy Optimization in Photovoltaic Generators,1-Jul-09,Established ,Publicly Traded,Electrical components maker,Madrid,,Spain,"An exemplary system for energy optimization in photovoltaic generators comprises a plurality of primary photovoltaic generators, a plurality of secondary photovoltaic generators, and a plurality of inverters. The secondary photovoltaic generators each comprise a plurality of photovoltaic generator blocks. The inverters are configured to convert direct voltage/current into alternating voltage/current. A first switching system is operable to selectively couple outputs of the primary generators with inputs of the inverters. A second switching system is operable to selectively couple outputs of the generator blocks with the outputs of the secondary generators. A control system is operable to automatically control the first switching system and the second switching system. An exemplary method comprises operating the control system to automatically control the two switching systems to optimize power provided to the inverters. The control system is responsive to data that includes detected and calculated operational, environmental, and historical data.",,plurality of inverters are configured and arranged with other systems to maximize power put in PV,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8334617,0,0,,"[0001] This application claims priority from the disclosure of Spanish Patent Application Serial No. ES200803165, entitled ""System and Method for Energy Optimization in Photovoltaic Generators,"" filed Oct. 30, 2008, the disclosure of which is incorporated by reference herein in its entirety.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,2009,01/07/2009
